"order_id";"productcategory_id";"material_id";"outer_diameter";"inner_diameter";"height";"weight";"heattreatmentcategory_id";"mes_datetime";"workplace_id";"power_cons"
"10-2975-5";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-04-16 14:16:00";"50513";"92"
"10-2975-5";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-04-16 14:17:00";"50513";"92"
"10-2975-5";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-04-16 14:18:00";"50513";"92"
"10-2975-5";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-04-16 14:19:00";"50513";"92"
"10-2975-5";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-04-16 14:20:00";"50513";"92"
"10-2975-5";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-04-16 14:21:00";"50513";"92"
"10-2975-5";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-04-16 14:22:00";"50513";"92"
"10-2975-5";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-04-16 14:23:00";"50513";"92"
"10-2975-5";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-04-16 14:24:00";"50513";"92"
"10-2975-5";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-04-16 14:25:00";"50513";"92"
"10-2975-5";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-04-16 14:26:00";"50513";"92"
"10-2975-5";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-04-16 14:27:00";"50513";"92"
"10-2975-5";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-04-16 14:28:00";"50513";"92"
"10-2975-5";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-04-16 14:29:00";"50513";"92"
"10-2975-5";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-04-16 14:30:00";"50513";"92"
"10-2975-5";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-04-16 14:31:00";"50513";"48"
"10-2975-5";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-04-16 14:32:00";"50513";"48"
"10-2975-5";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-04-16 14:33:00";"50513";"48"
"10-2975-5";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-04-16 14:34:00";"50513";"48"
"10-2975-5";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-04-16 14:35:00";"50513";"48"
"10-2975-5";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-04-16 14:36:00";"50513";"48"
"10-2975-5";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-04-16 14:37:00";"50513";"48"
"10-2975-5";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-04-16 14:38:00";"50513";"48"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 08:30:00";"50513";"71"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 08:31:00";"50513";"88"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 08:32:00";"50513";"88"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 08:33:00";"50513";"88"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 08:34:00";"50513";"88"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 08:35:00";"50513";"88"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 08:36:00";"50513";"88"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 08:37:00";"50513";"88"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 08:38:00";"50513";"88"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 08:39:00";"50513";"88"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 08:40:00";"50513";"88"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 08:41:00";"50513";"88"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 08:42:00";"50513";"88"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 08:43:00";"50513";"88"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 08:44:00";"50513";"88"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 08:45:00";"50513";"88"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 08:46:00";"50513";"56"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 08:47:00";"50513";"56"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 08:48:00";"50513";"56"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 08:49:00";"50513";"56"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 08:50:00";"50513";"56"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 08:51:00";"50513";"56"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 08:52:00";"50513";"56"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 08:53:00";"50513";"56"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 08:54:00";"50513";"56"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 09:30:00";"50513";"68"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 09:31:00";"50513";"91"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 09:32:00";"50513";"91"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 09:33:00";"50513";"91"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 09:34:00";"50513";"91"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 09:35:00";"50513";"91"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 09:36:00";"50513";"91"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 09:37:00";"50513";"91"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 09:38:00";"50513";"91"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 09:39:00";"50513";"91"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 09:40:00";"50513";"91"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 09:41:00";"50513";"91"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 09:42:00";"50513";"91"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 09:43:00";"50513";"91"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 09:44:00";"50513";"91"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 09:45:00";"50513";"91"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 09:46:00";"50513";"89"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 09:47:00";"50513";"89"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 09:48:00";"50513";"89"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 09:49:00";"50513";"89"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 09:50:00";"50513";"89"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 09:51:00";"50513";"89"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 09:52:00";"50513";"89"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 09:53:00";"50513";"89"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 09:54:00";"50513";"89"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 09:55:00";"50513";"89"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 09:56:00";"50513";"89"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 09:57:00";"50513";"89"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 09:58:00";"50513";"89"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 09:59:00";"50513";"89"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 10:00:00";"50513";"89"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 10:01:00";"50513";"84"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 10:02:00";"50513";"84"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 10:03:00";"50513";"84"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 10:04:00";"50513";"84"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 10:05:00";"50513";"84"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 10:06:00";"50513";"84"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 10:07:00";"50513";"84"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 10:08:00";"50513";"84"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 10:09:00";"50513";"84"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 10:10:00";"50513";"84"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 10:11:00";"50513";"84"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 10:12:00";"50513";"84"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 10:13:00";"50513";"84"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 10:14:00";"50513";"84"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 10:15:00";"50513";"84"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 10:16:00";"50513";"53"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 10:17:00";"50513";"53"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 10:18:00";"50513";"53"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 10:19:00";"50513";"53"
"10-2975-6";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-05-29 10:20:00";"50513";"53"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:05:00";"50513";"72"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:06:00";"50513";"72"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:07:00";"50513";"72"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:08:00";"50513";"72"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:09:00";"50513";"72"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:10:00";"50513";"72"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:11:00";"50513";"72"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:12:00";"50513";"72"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:13:00";"50513";"72"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:14:00";"50513";"72"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:15:00";"50513";"72"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:16:00";"50513";"76"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:17:00";"50513";"76"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:18:00";"50513";"76"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:19:00";"50513";"76"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:20:00";"50513";"76"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:21:00";"50513";"76"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:22:00";"50513";"76"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:23:00";"50513";"76"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:24:00";"50513";"76"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:25:00";"50513";"76"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:26:00";"50513";"76"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:27:00";"50513";"76"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:28:00";"50513";"76"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:29:00";"50513";"76"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:30:00";"50513";"76"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:31:00";"50513";"74"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:32:00";"50513";"74"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:33:00";"50513";"74"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:34:00";"50513";"74"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:35:00";"50513";"74"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:36:00";"50513";"74"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:37:00";"50513";"74"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:38:00";"50513";"74"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:39:00";"50513";"74"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:40:00";"50513";"74"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:41:00";"50513";"74"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:42:00";"50513";"74"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:43:00";"50513";"74"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:44:00";"50513";"74"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:45:00";"50513";"74"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:46:00";"50513";"51"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:47:00";"50513";"51"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:48:00";"50513";"51"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:49:00";"50513";"51"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:50:00";"50513";"51"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:51:00";"50513";"51"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:52:00";"50513";"51"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:53:00";"50513";"51"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:54:00";"50513";"51"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:55:00";"50513";"51"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:56:00";"50513";"51"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:57:00";"50513";"51"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:58:00";"50513";"51"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 14:59:00";"50513";"51"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 15:00:00";"50513";"51"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 15:01:00";"50513";"66"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 15:12:00";"50513";"66"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 15:13:00";"50513";"66"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 15:14:00";"50513";"66"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 15:15:00";"50513";"66"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 15:16:00";"50513";"75"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 15:17:00";"50513";"75"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 15:18:00";"50513";"75"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 15:19:00";"50513";"75"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 15:20:00";"50513";"75"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 15:21:00";"50513";"75"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 15:22:00";"50513";"75"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 15:23:00";"50513";"75"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 15:24:00";"50513";"75"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 15:25:00";"50513";"75"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 15:26:00";"50513";"75"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 15:27:00";"50513";"75"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 15:28:00";"50513";"75"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 15:29:00";"50513";"75"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 15:30:00";"50513";"75"
"10-2975-8";"S6";"1.4021";"399";"300";"30";"51,1980186835613";"1";"2012-08-27 15:31:00";"50513";"75"
